Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2015-06-30,173.0464630126953,174.28220993678866,172.5672900788952,174.23176055386128,182925100
2015-07-01,174.4334716796875,174.87901156912727,173.64326498454594,174.62681603258454,135979900
2015-07-02,174.27374267578125,175.08076580534464,173.85342106869976,174.91263972795153,104373700
2015-07-06,173.77784729003906,174.55963968670332,172.77747934636494,172.97923842963482,117975400
2015-07-07,174.87062072753906,174.99671209012365,171.58370238604888,173.979540892745,173820200
2015-07-08,171.93675231933594,173.81138305989933,171.70137324999152,173.5255674510093,164020100
2015-07-09,172.24781799316406,174.30740447090182,172.13854307970993,174.0467942564814,144113100
2015-07-10,174.4167022705078,174.8370240023907,172.2898753333565,174.2569779600401,129456900
2015-07-13,176.3417510986328,176.45102600666576,175.6440156106116,175.6860503416392,106069400
2015-07-14,177.106689453125,177.41773613544268,176.24082805060084,176.29967922708124,81709600
2015-07-15,177.0478973388672,177.61112684690997,176.56872446992355,177.148770436666,97914100
2015-07-16,178.46856689453125,178.46856689453125,177.86330272037165,178.10708362212011,106683300
2015-07-17,178.61993408203125,178.6787852863265,178.04830263734667,178.46020975860398,89030000
2015-07-20,178.71237182617188,179.20834833837614,178.39293606650128,178.84687784455946,70446800
2015-07-21,178.0062255859375,178.8384671025726,177.70359347327013,178.57785689475404,77965000
2015-07-22,177.68678283691406,178.02304787711734,177.28327761586982,177.3168977062903,88667900
2015-07-23,176.68641662597656,177.9221634009919,176.3249461354128,177.82129030170896,90509100
2015-07-24,174.85386657714844,176.84618777911572,174.51761427230443,176.78734939800947,117755000
2015-07-27,173.83663940429688,174.4755365843354,173.39109943779636,173.96274360797818,132361100
2015-07-28,175.97190856933594,176.11481642765023,173.84508150213762,174.6773103727444,123544800
2015-07-29,177.18238830566406,177.4093527564349,175.95504346882052,176.09795128763133,105791300
2015-07-30,177.22439575195312,177.39252181718916,176.04748764090766,176.66956819219726,91304400
2015-07-31,176.9554443359375,177.75405303947184,176.66962864451693,177.72883476241714,103266900
2015-08-03,176.3585968017578,176.98067761865363,175.4002637108222,176.92183924293758,113965700
2015-08-04,176.01394653320312,176.74530230008494,175.5263717462145,176.2829457928369,81820800
2015-08-05,176.5939483642578,177.63633787150167,176.30811988682728,176.91338410331684,85786800
2015-08-06,175.14804077148438,176.88816577293218,174.55958018599858,176.77887803667926,116030800
2015-08-07,174.8118133544922,175.13966380658215,173.90391683473493,174.98835413355687,117858000
2015-08-10,177.0143280029297,177.0983846661299,175.9298905818596,175.9298905818596,80270700
2015-08-11,175.41705322265625,176.08957049461628,174.6520646654617,175.66924880304126,126081400
2015-08-12,175.627197265625,175.81213981839997,172.63450916028293,174.1056349400482,172123700
2015-08-13,175.40863037109375,176.15680237928626,174.86220454125518,175.46746873071413,89383300
2015-08-14,176.0475311279297,176.12318595189458,175.07238175060533,175.2152895827167,72786500
2015-08-17,177.0310821533203,177.0310821533203,174.9883249450056,175.45068135857468,79072600
2015-08-18,176.51829528808594,177.10674309513755,176.2829161652653,176.75367441090657,71692700
2015-08-19,175.12281799316406,176.5434943919107,174.3073929679433,175.77010409702893,172946000
2015-08-20,171.46604919433594,175.09762230595547,171.4071979945192,173.60127795908983,194327900
2015-08-21,166.30447387695312,171.44080520934696,166.04387649330096,169.58297777967283,346588500
2015-08-24,159.3019256591797,166.01025645679974,153.33335233737512,157.61223702855523,507244300
2015-08-25,157.42727661132812,164.30373274562334,157.13304632128316,164.2869162877696,369833100
2015-08-26,163.4715576171875,163.74895871303542,158.3520284222676,161.4708217748693,339257000
2015-08-27,167.5150146484375,167.6411060281135,164.10200448173654,165.62356699009533,274143900
2015-08-28,167.5233917236328,167.9941499078321,166.38011635034948,166.86769099175544,160414400
2015-08-31,166.16998291015625,167.3973279445032,165.6151551757035,166.5398680664581,163298800
2015-09-01,161.210205078125,163.73213553888283,160.33592866849605,162.34506608914504,256000400
2015-09-02,164.27012634277344,164.31216107731026,161.75659801299076,163.60601088781144,160269300
2015-09-03,164.38780212402344,166.48941040270643,163.891825648782,164.98465169193798,152087800
2015-09-04,161.89950561523438,162.9671263003707,161.07567869374023,162.1180811036308,207081000
2015-09-08,165.96824645996094,166.11956896595208,164.0683966943548,164.71569580597907,116025700
2015-09-09,163.74893188476562,167.6831498985853,163.3790595418331,167.55705851204024,149347700
2015-09-10,164.6399688720703,165.79164590254953,163.29493467820512,163.55553200680728,158611100
2015-09-11,165.38815307617188,165.45540607358683,163.53032590077754,164.2448777745133,119691200
2015-09-14,164.7745819091797,165.61522568514508,164.28700697985505,165.56478911094013,79452000
2015-09-15,166.83407592773438,167.2796158531376,164.7324676655686,165.27888068285216,113806200
2015-09-16,168.27996826171875,168.47332545472173,166.79203886846162,167.13670569717263,99581600
2015-09-17,167.90167236328125,170.55810810599277,167.52338546704908,168.14546608847837,276046600
2015-09-18,165.157958984375,167.88735018528595,164.74391043847976,165.37767084355707,223657500
2015-09-21,166.0113983154297,167.04230317413473,164.95513118317555,165.99449443102557,105726200
2015-09-22,163.8566131591797,164.32137328287752,162.71583948227465,163.83126377914945,153890900
2015-09-23,163.5947265625,164.49888489849934,163.01166480025523,164.02567908968945,92790600
2015-09-24,163.003173828125,163.4679340452756,161.02584442485377,162.36941341216203,159378800
2015-09-25,162.96090698242188,164.77768138889869,162.0820854611046,164.4734759228868,155054800
2015-09-28,158.8710479736328,162.16660969752044,158.55839697778075,162.05675377189112,178515900
2015-09-29,158.9639892578125,160.33292035864451,157.95842078969386,159.0907490620141,159045600
2015-09-30,161.9299774169922,162.0989775760859,160.07939537428476,160.86525191631907,163452000
2015-10-01,162.35247802734375,162.65668345958522,160.40049854291308,162.31022476572141,131079000
2015-10-02,164.77774047851562,164.8030898686164,159.8090537165029,160.358320587766,211003300
2015-10-05,167.70985412597656,167.93801141357318,165.90152549565366,166.01138139225287,126320800
2015-10-06,167.13526916503906,168.1408376220022,166.46771395497657,167.57467993906644,110274500
2015-10-07,168.50424194335938,168.85914627000312,166.87335824651888,168.07327655866396,124307300
2015-10-08,170.0252227783203,170.3125243595775,167.81127797938987,168.1154834459818,153055200
2015-10-09,170.1266326904297,170.60828385950478,169.49287233003943,170.16888595989988,107069200
2015-10-12,170.28720092773438,170.48999600710752,169.77174194451337,170.20269438206986,56395600
2015-10-13,169.21401977539062,170.82799928825577,169.0450195878507,169.5520201504705,88038700
2015-10-14,168.40281677246094,169.73794030007946,168.10706963972908,169.1548786380428,99106200
2015-10-15,170.988525390625,170.9969708857292,168.6985326165907,169.07034070334632,134142200
2015-10-16,171.76596069335938,171.78285168595295,170.62518689280665,171.39415255410108,114580100
2015-10-19,171.85040283203125,171.85040283203125,170.8025942742234,171.1152451640359,76523900
2015-10-20,171.63076782226562,172.24762433769078,171.15756211761683,171.4110688576468,78448500
2015-10-21,170.5660400390625,172.20535597396446,170.39702696459523,172.05325967960866,102038000
2015-10-22,173.4475555419922,173.65880902560298,170.56606782489712,171.52092480297307,174911700
2015-10-23,175.34881591796875,175.7206240676676,174.3263564001848,175.12911696309573,144442300
2015-10-26,174.91783142089844,175.23048235584895,174.54602333939755,175.17133810318407,69033000
2015-10-27,174.57981872558594,174.91781901540486,173.89534686379307,174.24180554188243,77905800
2015-10-28,176.56561279296875,176.59096217285366,174.25028347090608,174.91783863101895,135906700
2015-10-29,176.46426391601562,176.83607211533183,175.94035939546438,176.05866083216594,90525500
2015-10-30,175.70370483398438,176.97968386299104,175.54316305053487,176.65857450831862,131076900
2015-11-02,177.78244018554688,177.97678973539604,175.90650865184054,176.03326844913155,86270800
2015-11-03,178.2979278564453,178.8556401092025,177.19940723874166,177.4275645955766,95246100
2015-11-04,177.757080078125,178.7203951675279,177.2162718330898,178.59364827177183,96224500
2015-11-05,177.57958984375,178.28095262751887,176.68387755653873,177.8161926028668,78408700
2015-11-06,177.48666381835938,177.72327950599404,176.15155357958113,177.23317003497442,110471500
2015-11-09,175.83045959472656,177.02193205607455,174.8755899477601,176.86982287889427,131008700
2015-11-10,176.23606872558594,176.2698764967549,175.07840399384108,175.3488016937589,75874600
2015-11-11,175.54318237304688,176.55719641734376,175.47557971757533,176.50649764921212,67846000
2015-11-12,173.0926055908203,174.9685370620963,173.0757146001861,174.49533144661874,121315200
2015-11-13,171.1490936279297,172.9489771926606,171.06459998216428,172.67857947476867,153577100
2015-11-16,173.75173950195312,173.81089665908638,170.84488986534723,170.9632041796137,117645200
2015-11-17,173.62498474121094,174.95164968881684,173.12642969884445,174.06439552300392,121123700
2015-11-18,176.37969970703125,176.52335048364728,174.0643705036038,174.1066108719903,121342500
2015-11-19,176.22763061523438,176.65013751534576,175.93187062760148,176.26142549393288,88220500
2015-11-20,176.8697967529297,177.55425571442166,176.48954320697683,176.98809814264578,94011500
2015-11-23,176.66702270507812,177.4359753825487,176.20226258536343,176.92897489240298,64931200
2015-11-24,176.90365600585938,177.30925904666782,175.26432706131968,175.65302621471037,98874400
2015-11-25,176.8782958984375,177.23320014936485,176.61633078795282,177.03039219431176,51980100
2015-11-27,177.08106994628906,177.28387787727596,176.48956293160126,176.97121403860208,37317800
2015-11-30,176.34593200683594,177.3599459881839,176.2360760867784,177.24164457192478,112822700
2015-12-01,178.02749633789062,178.14581064479455,176.70083141290684,176.97968750656543,97858400
2015-12-02,176.21070861816406,178.29789352170627,175.95720192537496,177.97678418458102,108441300
2015-12-03,173.74327087402344,176.73461375899512,173.01655856162333,176.46421607436668,166224200
2015-12-04,177.13180541992188,177.4275654355113,173.74330440253215,173.74330440253215,192913900
2015-12-07,176.05862426757812,177.22473450319956,175.08685069502556,176.80222761788633,102027100
2015-12-08,174.87559509277344,176.0079104368967,173.88693054061625,174.4868959836621,103372400
2015-12-09,173.51510620117188,176.33744880181638,172.5348872364581,174.2333729877382,162401500
2015-12-10,173.9629669189453,175.28118623266707,173.34611052601366,173.58271333135417,116128900
2015-12-11,170.59136962890625,172.50109594627355,170.27870579252786,171.83354079757387,211173300
2015-12-14,171.45327758789062,171.5800373814515,168.96048970782573,170.75192755117507,182385200
2015-12-15,173.25314331054688,174.16575957707082,171.42791077749897,172.9742872657297,154069600
2015-12-16,175.78823852539062,176.09244404158113,173.0588472706658,174.38551237329614,197017000
2015-12-17,173.1094970703125,176.1684423610783,173.09259318700364,176.1008397217279,173092500
2015-12-18,170.02554321289062,172.49915759369918,169.8640330258002,172.36316062039023,251393500
2015-12-21,171.42811584472656,171.6066305251444,170.085046774522,171.20710940429646,99094300
2015-12-22,172.9837188720703,173.28123905592315,171.3261379192638,172.3206864909477,111026200
2015-12-23,175.12583923339844,175.16834397187876,173.90177540066546,173.99528063707214,110987200
2015-12-24,174.83680725097656,175.38934288613217,174.61580077928906,174.8708162285436,48539600
2015-12-28,174.437255859375,174.47974761487743,173.357698074814,174.13973574713006,65899900
2015-12-29,176.29885864257812,176.6303747915161,175.50832512227328,175.54232112471337,92640700
2015-12-30,175.0493621826172,176.13742923900034,174.9048564180152,176.05241974423313,63317700
2015-12-31,173.2982635498047,175.01535405436593,173.2982635498047,174.36932603898117,114877900
2016-01-04,170.87562561035156,170.884121369838,168.81001464013679,170.42510391569314,222353500
2016-01-05,171.16461181640625,171.6236292027999,170.0510578686635,171.19860781995925,110845800
2016-01-06,169.00550842285156,170.05955314813002,167.96845521399013,168.59747855762453,152112600
2016-01-07,164.95082092285156,167.83246572293604,164.55979549698657,166.0388747548783,213436100
2016-01-08,163.14022827148438,166.48090354071897,162.8512168047058,165.91987212594293,209817200
2016-01-11,163.3017578125,164.40681628337185,161.35516509053755,164.06679130815084,187941300
2016-01-12,164.61927795410156,165.37581546382475,162.47716664598875,164.75528790364393,172330500
2016-01-13,160.51361083984375,165.63936875987366,160.13109410876896,165.29084803951898,221168900
2016-01-14,163.14866638183594,164.27922457129264,159.51899389900277,161.1255738586264,240795600
2016-01-15,159.64657592773438,160.45411419460083,157.69998313831405,158.76253690277704,324846400
2016-01-19,159.85903930664062,161.60162955807132,158.2779592548453,161.47412833237135,195244400
2016-01-20,157.81045532226562,159.38303983690642,153.87476561191795,157.2834328878049,286547800
2016-01-21,158.69447326660156,160.5475601211948,156.95188314265673,158.28645640358857,195772900
2016-01-22,161.95013427734375,162.15413621840344,160.55606480740767,161.32109802762528,168319600
2016-01-25,159.50205993652344,161.63566308921975,159.306553688184,161.44015684088035,130371700
2016-01-26,161.67813110351562,161.9586467720841,159.82504410406852,160.16505602138736,141036800
2016-01-27,159.91854858398438,162.83418902478653,159.00899660491604,161.151107991818,185681700
2016-01-28,160.7515869140625,161.67813040981056,159.09400612565466,161.47412844854387,143798800
2016-01-29,164.67027282714844,164.80628277205275,161.40611197317813,161.52511743231386,210529300
2016-02-01,164.6107940673828,165.40134066910602,163.07221857153536,163.65875021815668,136061600
2016-02-02,161.64414978027344,163.1827252474002,161.11711439875464,163.1742294884138,182564900
2016-02-03,162.6132049560547,163.0212219052192,159.04302746695905,162.706710191345,205054900
2016-02-04,162.86819458007812,163.8457385452768,161.47412500181224,162.11165705840864,139531800
2016-02-05,159.76556396484375,162.9277246598461,159.12803177586144,162.34970170106908,180788300
2016-02-08,157.6149444580078,158.2099718617803,155.3878363307631,157.91246464520637,191526700
2016-02-09,157.6234130859375,158.9069858759503,155.72782147926387,155.8638314254651,184513100
2016-02-10,157.48745727539062,160.09708232580692,157.35994305351312,158.45650569678108,148214100
2016-02-11,155.43887329101562,156.49293134684382,153.93429345445603,154.99684727139376,219058900
2016-02-12,158.6435089111328,158.6605004301041,156.37389594844893,157.2239388395197,127632400
2016-02-16,161.3210906982422,161.34659093971607,159.49350421596606,160.46255230383798,120250700
2016-02-17,163.956298828125,164.3303198253359,162.3667095899788,162.49422382300625,136009500
2016-02-18,163.28469848632812,164.28775561309732,162.97018683916716,164.22824639843324,102343000
2016-02-19,163.2082061767578,163.36120764414954,161.8906373348521,162.50266914566478,114793000
2016-02-22,165.57135009765625,165.71585582988135,164.72980298227196,164.79780796872348,103640300
2016-02-23,163.4802703857422,165.18035632750426,163.3612519180175,164.90833635092167,111455300
2016-02-24,164.22825622558594,164.5087718887403,160.93009918525513,162.04365310919883,150812200
2016-02-25,166.2173614501953,166.22587017929445,163.91375275283525,164.67878607558887,110728300
2016-02-26,165.83482360839844,167.1863883589324,165.67331342362607,167.0928961157715,129833700
2016-02-29,164.53431701660156,166.80393021511387,164.3388107631159,165.85188622879076,125918100
2016-03-01,168.4019775390625,168.48698700625812,165.2908178166834,165.7668397034821,141799700
2016-03-02,169.15855407714844,169.2095545809669,167.6709788528519,168.08750458508052,102415000
2016-03-03,169.821533203125,169.8385376892632,168.4019634202159,168.97998624268894,95172200
2016-03-04,170.37405395507812,171.15610466157977,169.18399935061458,170.01703757373906,129293600
2016-03-07,170.51007080078125,170.91810065649796,169.3710166374737,169.447517371437,100219000
2016-03-08,168.6484832763672,169.9405519407336,168.48698604261696,169.43053405234778,123974900
2016-03-09,169.4815673828125,169.8300751343513,168.67401620447293,169.46456289205113,94801200
2016-03-10,169.61753845214844,170.9181158986217,167.78145582017694,169.97456785039543,156838700
2016-03-11,172.35467529296875,172.3971800275459,169.6005448928554,171.07961107939806,137964500
2016-03-14,172.1336669921875,172.5926843970922,171.51313937999032,171.84465555315032,73612000
2016-03-15,171.85311889648438,172.15913476557418,170.90107529070335,171.16458643368765,93169100
2016-03-16,172.84767150878906,173.25570132476085,171.3261008532536,171.3686055804117,129303200
2016-03-17,173.94424438476562,174.4542622298197,172.36316442091533,172.76268553338338,134278500
2016-03-18,174.62779235839844,174.96955793933162,174.13222313978048,174.44835695401974,138372400
2016-03-21,174.87554931640625,175.10624822629438,174.13220209706847,174.3629010069566,72926700
2016-03-22,174.78155517578125,175.35401960348366,173.93568093429698,174.09801108504792,97471900
2016-03-23,173.6281280517578,174.58508218393393,173.45723221027873,174.39710718832475,81052500
2016-03-24,173.5512237548828,173.5854081389846,172.3721232538212,172.59426960039278,84360900
2016-03-28,173.65371704101562,174.18345751403737,173.20087185520305,173.9698508023326,62408200
2016-03-29,175.26011657714844,175.37119629370312,172.93607337132607,173.24366770849448,92922900
2016-03-30,176.029052734375,176.7553078558545,175.66164234790315,176.26829124939428,86365300
2016-03-31,175.6018524169922,176.3622919762726,175.43950919014767,175.9350784477438,94584100
2016-04-01,176.7980499267578,176.98602492746346,174.2860322241666,174.60217910945659,114423500
2016-04-04,176.22557067871094,176.92620708438935,175.9179764338436,176.7211399086373,63497000
2016-04-05,174.46546936035156,176.2341266547802,174.20913862618897,174.87559071249805,99662200
2016-04-06,176.37083435058594,176.43065050353934,174.28603021229665,174.46546563363438,91839800
2016-04-07,174.26036071777344,175.63598852514673,173.5255530746265,175.27713079768233,113859000
2016-04-08,174.7303009033203,175.88378243235996,174.19200778476585,175.44801636971306,95040600
2016-04-11,174.3201904296875,176.0717682891146,174.22620294344935,175.3711319303355,83757500
2016-04-12,175.94361877441406,176.22558126894705,174.04678965666287,174.49109537873204,115350600
2016-04-13,177.7208251953125,177.80627311474214,176.72968669502566,176.86639815110425,96336400
2016-04-14,177.72933959960938,178.23346139280787,177.3790344696161,177.78061616651783,65212900
2016-04-15,177.53280639648438,177.86603234000142,177.20812002779434,177.72932091765628,75761600
